time,low,high,open,close
Mar  6 18:39:00,1121140,1304910,1129830,1129610
Mar  6 19:22:00,1121140,1304910,1300850,1130680
Mar  6 00:21:00,1121500,1295660,1295290,1295330
Mar  6 02:08:00,1121140,1296430,1124400,1124400
Mar  6 02:11:00,1121140,1296560,1124610,1296380
Mar  6 06:31:00,1121140,1296560,1122700,1295870
Mar  6 07:59:00,1121140,1297700,1123560,1297570
Mar  6 06:02:00,1121140,1296560,1295520,1123620
Mar  6 15:13:00,1121140,1304910,1135000,1134820
Mar  6 20:41:00,1121140,1304910,1131230,1130760
Mar  6 08:25:00,1121140,1298120,1297190,1124140
Mar  6 15:19:00,1121140,1304910,1303780,1132740
Mar  6 18:53:00,1121140,1304910,1300480,1129850
Mar  6 02:39:00,1121140,1296560,1123740,1295670
Mar  6 03:10:00,1121140,1296560,1123040,1123190
Mar  6 15:50:00,1121140,1304910,1130390,1130210
Mar  6 16:53:00,1121140,1304910,1131260,1301360
Mar  6 20:45:00,1121140,1304910,1303200,1130780
Mar  6 08:00:00,1121140,1297700,1123450,1297330
Mar  6 09:49:00,1121140,1299750,1128970,1129000
Mar  6 20:02:00,1121140,1304910,1301490,1131880
Mar  6 20:35:00,1121140,1304910,1131180,1131120
Mar  6 01:30:00,1121140,1295860,1295860,1295860
Mar  6 07:07:00,1121140,1296600,1122660,1296320
Mar  6 10:09:00,1121140,1299810,1130620,1298790
Mar  6 12:56:00,1121140,1302610,1299780,1299490
Mar  6 16:13:00,1121140,1304910,1132860,1302830
Mar  6 01:59:00,1121140,1296430,1124140,1296400
Mar  6 03:00:00,1121140,1296560,1123220,1295580
Mar  6 11:30:00,1121140,1302370,1302400,1302120
Mar  6 20:43:00,1121140,1304910,1131180,1303210
Mar  5 20:59:00,1111960,1296830,1122730,1296150
Mar  6 07:20:00,1121140,1297110,1122620,1297200
Mar  6 11:00:00,1121140,1301430,1299570,1299570
Mar  6 13:15:00,1121140,1302610,1133590,1133330
Mar  6 14:43:00,1121140,1302610,1134620,1302550
Mar  6 07:10:00,1121140,1296600,1122660,1296600
Mar  6 09:37:00,1121140,1299600,1299610,1128120
Mar  6 09:55:00,1121140,1299780,1298900,1129040
Mar  5 23:12:00,1122780,1295520,1122850,1122870
Mar  6 00:11:00,1121930,1295560,1122410,1295590
Mar  6 01:36:00,1121140,1295860,1295750,1295650
Mar  6 05:26:00,1121140,1296560,1123360,1295500
Mar  6 05:36:00,1121140,1296560,1295390,1295260
Mar  6 15:20:00,1121140,1304910,1303590,1133080
Mar  6 15:40:00,1121140,1304910,1130820,1130930
Mar  6 16:31:00,1121140,1304910,1301990,1302160
Mar  6 20:33:00,1121140,1304910,1302790,1131280
Mar  6 12:50:00,1121140,1302610,1299760,1299650
Mar  6 13:27:00,1121140,1302610,1132910,1300860
Mar  6 17:27:00,1121140,1304910,1300260,1300500
Mar  6 04:03:00,1121140,1296560,1296110,1296290
Mar  6 05:22:00,1121140,1296560,1123460,1295690
Mar  6 07:47:00,1121140,1297620,1297520,1297480
Mar  6 08:08:00,1121140,1298120,1123890,1123500
Mar  6 08:23:00,1121140,1298120,1123780,1123930
Mar  6 05:08:00,1121140,1296560,1123310,1295610
Mar  6 07:55:00,1121140,1297700,1123670,1297610
Mar  6 15:36:00,1121140,1304910,1131230,1130870
Mar  6 19:42:00,1121140,1304910,1301480,1131320
Mar  6 00:00:00,1122240,1295520,1294990,1122300
Mar  6 06:33:00,1121140,1296560,1122710,1295700
Mar  6 08:03:00,1121140,1298120,1124630,1297790
Mar  6 15:59:00,1121140,1304910,1131190,1131050
Mar  6 18:54:00,1121140,1304910,1129850,1129910
Mar  6 20:23:00,1121140,1304910,1131700,1131630
Mar  5 23:34:00,1122600,1295520,1122730,1122670
Mar  6 00:53:00,1121350,1295860,1295370,1295440
Mar  6 04:13:00,1121140,1296560,1296310,1123740
Mar  6 04:14:00,1121140,1296560,1123740,1123570
Mar  6 04:45:00,1121140,1296560,1295520,1123130
Mar  6 19:14:00,1121140,1304910,1300780,1300870
Mar  6 20:03:00,1121140,1304910,1301500,1301490
Mar  6 20:13:00,1121140,1304910,1131960,1302580
Mar  6 02:19:00,1121140,1296560,1124420,1124390
Mar  6 03:27:00,1121140,1296560,1123210,1123160
Mar  6 03:49:00,1121140,1296560,1295990,1295930
Mar  6 04:07:00,1121140,1296560,1123840,1296280
Mar  6 16:06:00,1121140,1304910,1131790,1303470
Mar  6 01:05:00,1121140,1295860,1295380,1122220
Mar  6 01:34:00,1121140,1295860,1295840,1122760
Mar  6 03:31:00,1121140,1296560,1295810,1123080
Mar  6 16:29:00,1121140,1304910,1132230,1132480
Mar  6 17:49:00,1121140,1304910,1129600,1299750
Mar  6 00:42:00,1121350,1295860,1295720,1122480
Mar  6 01:19:00,1121140,1295860,1295440,1122200
Mar  6 08:30:00,1121140,1298120,1125400,1297510
Mar  6 17:56:00,1121140,1304910,1130370,1130660
Mar  6 04:23:00,1121140,1296560,1123520,1123540
Mar  6 14:12:00,1121140,1302610,1131970,1300220
Mar  6 16:57:00,1121140,1304910,1131540,1300790
Mar  6 15:21:00,1121140,1304910,1133100,1133250
Mar  6 03:13:00,1121140,1296560,1123220,1295660
Mar  6 08:32:00,1121140,1298120,1125910,1297480
Mar  6 10:53:00,1121140,1301430,1300000,1131190
Mar  6 12:35:00,1121140,1302610,1131710,1131400
Mar  6 14:28:00,1121140,1302610,1134910,1302340
Mar  6 11:23:00,1121140,1301940,1301250,1132290
Mar  6 14:53:00,1121140,1302630,1134860,1135460
Mar  6 17:10:00,1121140,1304910,1132370,1132180
Mar  6 04:43:00,1121140,1296560,1295490,1295490
Mar  6 05:01:00,1121140,1296560,1123060,1123180
Mar  6 05:48:00,1121140,1296560,1295290,1295370
Mar  6 06:30:00,1121140,1296560,1122610,1122700
Mar  6 07:46:00,1121140,1297620,1123030,1297520
Mar  6 18:03:00,1121140,1304910,1299950,1130310
Mar  6 19:52:00,1121140,1304910,1301600,1131450
Mar  6 03:28:00,1121140,1296560,1123170,1123050
Mar  6 04:16:00,1121140,1296560,1123340,1123320
Mar  6 18:38:00,1121140,1304910,1130170,1129830
Mar  6 13:25:00,1121140,1302610,1133100,1300810
Mar  6 17:21:00,1121140,1304910,1131820,1300530
Mar  6 04:38:00,1121140,1296560,1123290,1295500
Mar  6 05:31:00,1121140,1296560,1295360,1295400
Mar  6 10:30:00,1121140,1301430,1132320,1132080
Mar  6 10:52:00,1121140,1301430,1130780,1131120
Mar  6 12:03:00,1121140,1302610,1133040,1132890
Mar  6 04:24:00,1121140,1296560,1295660,1295600
Mar  6 04:50:00,1121140,1296560,1123280,1295380
Mar  6 14:57:00,1121140,1302650,1134620,1302480
Mar  6 18:51:00,1121140,1304910,1129810,1129880
Mar  6 11:07:00,1121140,1301430,1131240,1299510
Mar  6 12:51:00,1121140,1302610,1131190,1299820
Mar  6 17:24:00,1121140,1304910,1131640,1131490
Mar  6 01:32:00,1121140,1295860,1123000,1122980
Mar  6 05:45:00,1121140,1296560,1295420,1295290
Mar  6 07:28:00,1121140,1297260,1297090,1296780
Mar  6 09:32:00,1121140,1299170,1127710,1299020
Mar  6 10:03:00,1121140,1299780,1129490,1129910
Mar  6 17:34:00,1121140,1304910,1130490,1130230
Mar  6 15:24:00,1121140,1304910,1303550,1132120
Mar  6 15:25:00,1121140,1304910,1303730,1131630
Mar  6 19:47:00,1121140,1304910,1131260,1131410
Mar  6 01:35:00,1121140,1295860,1122760,1122750
Mar  6 02:09:00,1121140,1296430,1124390,1296260
Mar  6 05:24:00,1121140,1296560,1295640,1295600
Mar  6 09:24:00,1121140,1298540,1298310,1127390
Mar  6 13:20:00,1121140,1302610,1133390,1133040
Mar  6 20:20:00,1121140,1304910,1302390,1302490
Mar  6 20:39:00,1121140,1304910,1130940,1131120
Mar  6 03:12:00,1121140,1296560,1123220,1295690
Mar  6 11:59:00,1121140,1302610,1133310,1133280
Mar  6 13:47:00,1121140,1302610,1299400,1299370
Mar  6 16:16:00,1121140,1304910,1132910,1132340
Mar  6 19:56:00,1121140,1304910,1301360,1131420
Mar  6 12:49:00,1121140,1302610,1299400,1131400
Mar  6 15:53:00,1121140,1304910,1131050,1131360
Mar  6 16:41:00,1121140,1304910,1301610,1301460
Mar  6 00:40:00,1121350,1295860,1295910,1295720
Mar  6 07:43:00,1121140,1297580,1297190,1123040
Mar  6 13:46:00,1121140,1302610,1131840,1131580
Mar  6 17:15:00,1121140,1304910,1132080,1301130
Mar  6 10:07:00,1121140,1299810,1130210,1130840
Mar  6 12:41:00,1121140,1302610,1300190,1131290
Mar  6 16:25:00,1121140,1304910,1132230,1132560
Mar  5 23:30:00,1122600,1295520,1122740,1295100
Mar  6 01:16:00,1121140,1295860,1295600,1295460
Mar  6 03:35:00,1121140,1296560,1295530,1122800
Mar  6 03:37:00,1121140,1296560,1122940,1122780
Mar  6 04:55:00,1121140,1296560,1123380,1295470
Mar  6 17:01:00,1121140,1304910,1131990,1300680
Mar  6 18:35:00,1121140,1304910,1300260,1300050
Mar  6 03:51:00,1121140,1296560,1123180,1295940
Mar  6 05:13:00,1121140,1296560,1123410,1295670
Mar  6 19:37:00,1121140,1304910,1131040,1301260
Mar  6 00:28:00,1121350,1295660,1295210,1295310
Mar  6 00:51:00,1121350,1295860,1295180,1121880
Mar  6 08:04:00,1121140,1298120,1124240,1297940
Mar  6 09:03:00,1121140,1298170,1297410,1297210
Mar  6 10:10:00,1121140,1299810,1130310,1129890
Mar  6 02:25:00,1121140,1296560,1123770,1123770
Mar  6 07:01:00,1121140,1296600,1296620,1296400
Mar  6 11:57:00,1121140,1302610,1301450,1133250
Mar  6 12:19:00,1121140,1302610,1131330,1299610
Mar  6 09:57:00,1121140,1299780,1129030,1129450
Mar  6 10:16:00,1121140,1299810,1299670,1130020
Mar  6 18:24:00,1121140,1304910,1129210,1129280
Mar  6 20:53:00,1121140,1304910,1303230,1130400
Mar  6 02:48:00,1121140,1296560,1123460,1295770
Mar  6 06:55:00,1121140,1296560,1122780,1122930
Mar  6 08:47:00,1121140,1298120,1126920,1127480
Mar  6 12:11:00,1121140,1302610,1300610,1131930
Mar  6 13:34:00,1121140,1302610,1131940,1131260
Mar  6 04:35:00,1121140,1296560,1123360,1295620
Mar  6 04:54:00,1121140,1296560,1295410,1123370
Mar  6 07:30:00,1121140,1297560,1122750,1297580
Mar  6 09:15:00,1121140,1298480,1127050,1127370
Mar  6 12:42:00,1121140,1302610,1300120,1131640
Mar  6 08:27:00,1121140,1298120,1297170,1297000
Mar  6 13:14:00,1121140,1302610,1300680,1133620
Mar  6 16:03:00,1121140,1304910,1131070,1304210
Mar  6 20:08:00,1121140,1304910,1301790,1301990
Mar  6 03:56:00,1121140,1296560,1295920,1296090
Mar  6 06:38:00,1121140,1296560,1122130,1295400
Mar  6 06:51:00,1121140,1296560,1122700,1122650
Mar  6 15:17:00,1121140,1304910,1133070,1133010
Mar  6 10:46:00,1121140,1301430,1130460,1299630
Mar  6 11:27:00,1121140,1301940,1132330,1132320
Mar  5 23:24:00,1122600,1295520,1122830,1122810
Mar  6 00:22:00,1121500,1295660,1121770,1121700
Mar  6 05:53:00,1121140,1296560,1295400,1123550
Mar  6 06:16:00,1121140,1296560,1122820,1295300
Mar  6 08:43:00,1121140,1298120,1126880,1296360
Mar  6 20:16:00,1121140,1304910,1302700,1132340
Mar  6 01:57:00,1121140,1296100,1124230,1124100
Mar  6 02:28:00,1121140,1296560,1123930,1295860
Mar  6 07:05:00,1121140,1296600,1296210,1296420
Mar  6 10:29:00,1121140,1301430,1132370,1132360
Mar  6 18:42:00,1121140,1304910,1129330,1299990
Mar  6 12:44:00,1121140,1302610,1300210,1299910
Mar  6 15:08:00,1121140,1304910,1135040,1134980
Mar  6 16:15:00,1121140,1304910,1132890,1302690
Mar  6 17:45:00,1121140,1304910,1128940,1129330
Mar  6 20:47:00,1121140,1304910,1130860,1130720
Mar  6 09:48:00,1121140,1299750,1299490,1299290
Mar  6 12:29:00,1121140,1302610,1300600,1132140
Mar  6 12:54:00,1121140,1302610,1131720,1299500
Mar  6 15:56:00,1121140,1304910,1304070,1131320
Mar  6 18:21:00,1121140,1304910,1129980,1129830
Mar  6 20:26:00,1121140,1304910,1131340,1131350
Mar  5 23:14:00,1122780,1295520,1295530,1295480
Mar  6 04:02:00,1121140,1296560,1296000,1123780
Mar  6 14:58:00,1121140,1302820,1134980,1134370
Mar  6 15:07:00,1121140,1304910,1304660,1304600
Mar  6 17:51:00,1121140,1304910,1299880,1129830
Mar  6 16:38:00,1121140,1304910,1131730,1301820
Mar  6 01:37:00,1121140,1295860,1295650,1122700
Mar  6 02:10:00,1121140,1296430,1296270,1296410
Mar  6 10:14:00,1121140,1299810,1129510,1299400
Mar  6 12:57:00,1121140,1302610,1131800,1131570
Mar  6 13:44:00,1121140,1302610,1132230,1132270
Mar  5 23:28:00,1122600,1295520,1295250,1295290
Mar  6 03:34:00,1121140,1296560,1122880,1295550
Mar  6 10:15:00,1121140,1299810,1299390,1129660
Mar  6 11:46:00,1121140,1302610,1301480,1133190
Mar  6 20:28:00,1121140,1304910,1131450,1131850
Mar  6 18:07:00,1121140,1304910,1130350,1299970
Mar  6 18:14:00,1121140,1304910,1130950,1300170
Mar  6 20:11:00,1121140,1304910,1302110,1302390
Mar  6 02:57:00,1121140,1296560,1295460,1295360
Mar  6 05:18:00,1121140,1296560,1295620,1295690
Mar  6 05:49:00,1121140,1296560,1295380,1123450
Mar  6 09:21:00,1121140,1298540,1127410,1127530
Mar  6 15:32:00,1121140,1304910,1130190,1130010
Mar  6 14:35:00,1121140,1302610,1133480,1133410
Mar  6 15:18:00,1121140,1304910,1303880,1132940
Mar  6 00:32:00,1121350,1295660,1295470,1122050
Mar  6 01:02:00,1121140,1295860,1122120,1122220
Mar  6 02:32:00,1121140,1296560,1295720,1123780
Mar  6 03:03:00,1121140,1296560,1123180,1123170
Mar  6 08:39:00,1121140,1298120,1297020,1127020
Mar  5 23:15:00,1122640,1295520,1295480,1295260
Mar  6 07:03:00,1121140,1296600,1296370,1122680
Mar  6 13:03:00,1121140,1302610,1132030,1132360
Mar  6 14:10:00,1121140,1302610,1132250,1131840
Mar  6 18:57:00,1121140,1304910,1129840,1299970
Mar  6 19:05:00,1121140,1304910,1129550,1300450
Mar  6 01:01:00,1121140,1295860,1121920,1295360
Mar  6 04:15:00,1121140,1296560,1296270,1123360
Mar  6 08:18:00,1121140,1298120,1124230,1124330
Mar  6 11:32:00,1121140,1302370,1133160,1133420
Mar  6 11:45:00,1121140,1302610,1133800,1133460
Mar  6 00:38:00,1121350,1295780,1295780,1295770
Mar  6 02:55:00,1121140,1296560,1123120,1295520
Mar  6 03:44:00,1121140,1296560,1295560,1295590
Mar  6 05:14:00,1121140,1296560,1123400,1295720
Mar  6 07:04:00,1121140,1296600,1296250,1122770
Mar  6 04:56:00,1121140,1296560,1123260,1123260
Mar  6 08:11:00,1121140,1298120,1297100,1123650
Mar  6 08:42:00,1121140,1298120,1126660,1296360
Mar  6 11:52:00,1121140,1302610,1302080,1133120
Mar  6 13:31:00,1121140,1302610,1131810,1132400
Mar  6 16:21:00,1121140,1304910,1132290,1132280
Mar  6 16:39:00,1121140,1304910,1301810,1131540
Mar  6 17:26:00,1121140,1304910,1300150,1131310
Mar  6 02:27:00,1121140,1296560,1123760,1123940
Mar  6 03:50:00,1121140,1296560,1295930,1296110
Mar  6 06:52:00,1121140,1296560,1122660,1122700
Mar  6 10:40:00,1121140,1301430,1130860,1130600
Mar  6 11:05:00,1121140,1301430,1131320,1131500
Mar  6 03:22:00,1121140,1296560,1295990,1123320
Mar  6 11:50:00,1121140,1302610,1133360,1301890
Mar  6 14:56:00,1121140,1302650,1134710,1302420
Mar  6 05:19:00,1121140,1296560,1123390,1295780
Mar  6 12:15:00,1121140,1302610,1131920,1299390
Mar  6 12:37:00,1121140,1302610,1130910,1131250
Mar  6 12:47:00,1121140,1302610,1298980,1299280
Mar  6 20:07:00,1121140,1304910,1301720,1131940
Mar  6 15:16:00,1121140,1304910,1303970,1133080
Mar  6 07:16:00,1121140,1297030,1122690,1122660
Mar  6 07:39:00,1121140,1297580,1297180,1123240
Mar  6 12:10:00,1121140,1302610,1132410,1300600
Mar  6 13:16:00,1121140,1302610,1133340,1133600
Mar  6 14:55:00,1121140,1302650,1134810,1134730
Mar  6 13:53:00,1121140,1302610,1132140,1299600
Mar  6 19:48:00,1121140,1304910,1301590,1131550
Mar  6 19:49:00,1121140,1304910,1131560,1301840
Mar  5 23:25:00,1122600,1295520,1122810,1122850
Mar  6 01:33:00,1121140,1295860,1122980,1122900
Mar  6 06:23:00,1121140,1296560,1295330,1122690
Mar  6 06:49:00,1121140,1296560,1122620,1122820
Mar  6 07:25:00,1121140,1297260,1122700,1122710
Mar  6 06:56:00,1121140,1296560,1122920,1122840
Mar  6 10:13:00,1121140,1299810,1130080,1129530
Mar  6 15:33:00,1121140,1304910,1303230,1130530
Mar  6 15:47:00,1121140,1304910,1130770,1130660
Mar  6 17:03:00,1121140,1304910,1132390,1300830
Mar  6 02:02:00,1121140,1296430,1296300,1124570
Mar  6 15:02:00,1121140,1304910,1134810,1134430
Mar  6 18:17:00,1121140,1304910,1300450,1130930
Mar  6 14:22:00,1121140,1302610,1301510,1134490
Mar  6 01:53:00,1121140,1295860,1122890,1122960
Mar  6 02:03:00,1121140,1296430,1296260,1296250
Mar  6 11:24:00,1121140,1301940,1132290,1132640
Mar  6 13:59:00,1121140,1302610,1132530,1299680
Mar  6 14:09:00,1121140,1302610,1300210,1132240
Mar  6 00:02:00,1121940,1295520,1122080,1295190
Mar  6 16:46:00,1121140,1304910,1131140,1301030
Mar  6 17:00:00,1121140,1304910,1131940,1131990
Mar  6 18:48:00,1121140,1304910,1129600,1129740
Mar  6 18:52:00,1121140,1304910,1129870,1129970
